referrer,views_total,views_unique
github.com,238,11
wiki.lfnetworking.org,39,6
statics.teams.cdn.office.net,31,2
l3af.io,25,8
medium.com,16,2
Google,11,7
canva.com,2,1
pkg.go.dev,2,1
