time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-23 00:00:00+00:00,43,23,2,2
2026-06-24 00:00:00+00:00,15,13,1,1
2026-06-25 00:00:00+00:00,21,19,1,1
2026-06-26 00:00:00+00:00,22,16,1,1
2026-06-27 00:00:00+00:00,33,14,2,2
2026-06-28 00:00:00+00:00,27,20,1,1
2026-06-29 00:00:00+00:00,40,18,6,6
2026-06-30 00:00:00+00:00,20,18,6,5
2026-07-01 00:00:00+00:00,26,22,9,5
2026-07-02 00:00:00+00:00,17,12,1,1
2026-07-03 00:00:00+00:00,332,30,2,2
2026-07-04 00:00:00+00:00,53,27,6,5
2026-07-05 00:00:00+00:00,19,17,10,10
2026-07-06 00:00:00+00:00,17,13,13,11
