url_path,views_total,views_unique
/l3af-project/l3afd,145,37
/l3af-project/l3afd/pulls,94,10
/l3af-project/l3afd/pull/279,73,12
/l3af-project/l3afd/issues,40,4
/l3af-project/l3afd/tree/main/kf,27,3
/l3af-project/l3afd/pull/279/files,24,6
/l3af-project/l3afd/blob/main/kf/nfconfig.go,23,2
/l3af-project/l3afd/pull/297,18,3
/l3af-project/l3afd/tree/main/apis,17,4
/l3af-project/l3afd/releases/tag/v1.0.0,14,3
