referrer,views_total,views_unique
github.com,146,12
l3af.io,22,9
Google,22,7
wiki.lfnetworking.org,16,8
medium.com,14,6
linkedin.com,11,3
Bing,6,3
com.google.android.gm,1,1
statics.teams.cdn.office.net,1,1
