time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-12 00:00:00+00:00,5,4,14.0,3.0
2025-12-13 00:00:00+00:00,39,10,10.0,3.0
2025-12-14 00:00:00+00:00,6,4,2.0,1.0
2025-12-15 00:00:00+00:00,4,3,14.0,5.0
2025-12-16 00:00:00+00:00,9,6,8.0,3.0
2025-12-17 00:00:00+00:00,5,3,17.0,6.0
2025-12-18 00:00:00+00:00,6,5,1.0,1.0
2025-12-19 00:00:00+00:00,4,3,2.0,2.0
2025-12-20 00:00:00+00:00,16,7,,
2025-12-21 00:00:00+00:00,16,14,,
2025-12-22 00:00:00+00:00,6,3,1.0,1.0
2025-12-23 00:00:00+00:00,5,4,3.0,3.0
2025-12-24 00:00:00+00:00,4,2,1.0,1.0
2025-12-25 00:00:00+00:00,5,3,,
