time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-11 00:00:00+00:00,5,4,194,11
2023-08-12 00:00:00+00:00,18,7,2,2
2023-08-13 00:00:00+00:00,37,9,68,6
2023-08-14 00:00:00+00:00,10,6,99,20
2023-08-15 00:00:00+00:00,3,2,10,6
2023-08-16 00:00:00+00:00,4,3,99,10
2023-08-17 00:00:00+00:00,6,4,32,7
2023-08-18 00:00:00+00:00,38,8,100,8
2023-08-19 00:00:00+00:00,7,4,3,3
2023-08-20 00:00:00+00:00,4,3,8,7
2023-08-21 00:00:00+00:00,8,5,122,11
2023-08-22 00:00:00+00:00,12,4,68,10
2023-08-23 00:00:00+00:00,4,3,51,12
2023-08-24 00:00:00+00:00,13,5,91,15
