referrer,views_total,views_unique
lf-networking.atlassian.net,80,3
github.com,63,9
Google,47,10
l3af.io,10,6
Bing,3,1
perplexity.ai,1,1
confluence.walmart.com,1,1
iotglobalnetwork.com,1,1
DuckDuckGo,1,1
m.sogou.com,1,1
