referrer,views_total,views_unique
github.com,187,18
Bing,123,2
medium.com,70,19
l3af.io,35,13
Google,31,7
coveralls.io,23,1
linkedin.com,13,5
wiki.lfnetworking.org,5,3
com.linkedin.android,3,2
opensource.com,3,1
