referrer,views_total,views_unique
github.com,134,10
l3af.io,71,15
Google,68,10
wiki.lfnetworking.org,29,5
statics.teams.cdn.office.net,20,1
lfnetworking.org,1,1
Bing,1,1
DuckDuckGo,1,1
