time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-03 00:00:00+00:00,89,7,285,8
2023-11-04 00:00:00+00:00,9,5,8,3
2023-11-05 00:00:00+00:00,3,2,19,6
2023-11-06 00:00:00+00:00,109,5,312,4
2023-11-07 00:00:00+00:00,19,3,59,4
2023-11-08 00:00:00+00:00,11,5,22,4
2023-11-09 00:00:00+00:00,12,4,46,8
2023-11-10 00:00:00+00:00,3,2,32,5
2023-11-11 00:00:00+00:00,11,7,39,3
2023-11-12 00:00:00+00:00,4,3,6,1
2023-11-13 00:00:00+00:00,13,7,52,7
2023-11-14 00:00:00+00:00,15,4,77,7
2023-11-15 00:00:00+00:00,45,7,99,14
2023-11-16 00:00:00+00:00,4,3,91,8
