time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-29 00:00:00+00:00,15.0,1.0,51,6
2024-07-30 00:00:00+00:00,7.0,2.0,38,4
2024-07-31 00:00:00+00:00,29.0,5.0,51,6
2024-08-01 00:00:00+00:00,30.0,1.0,110,5
2024-08-02 00:00:00+00:00,1.0,1.0,24,9
2024-08-03 00:00:00+00:00,8.0,3.0,34,3
2024-08-04 00:00:00+00:00,,,10,3
2024-08-05 00:00:00+00:00,1.0,1.0,63,14
2024-08-06 00:00:00+00:00,,,4,2
2024-08-07 00:00:00+00:00,,,107,7
2024-08-08 00:00:00+00:00,11.0,2.0,42,9
2024-08-09 00:00:00+00:00,8.0,4.0,27,3
2024-08-10 00:00:00+00:00,23.0,3.0,3,2
2024-08-11 00:00:00+00:00,,,28,3
