time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-23 00:00:00+00:00,2,2,39,9
2024-04-24 00:00:00+00:00,40,11,214,13
2024-04-25 00:00:00+00:00,38,9,53,4
2024-04-26 00:00:00+00:00,19,7,45,15
2024-04-27 00:00:00+00:00,55,11,8,3
2024-04-28 00:00:00+00:00,2,2,9,2
2024-04-29 00:00:00+00:00,1,1,28,5
2024-04-30 00:00:00+00:00,3,3,12,4
2024-05-01 00:00:00+00:00,20,7,27,5
2024-05-02 00:00:00+00:00,5,4,2,1
2024-05-03 00:00:00+00:00,1,1,23,3
2024-05-04 00:00:00+00:00,23,7,3,3
2024-05-05 00:00:00+00:00,12,4,112,3
2024-05-06 00:00:00+00:00,9,6,12,4
