time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-08 00:00:00+00:00,3.0,3.0,7.0,2.0
2025-04-09 00:00:00+00:00,32.0,8.0,156.0,3.0
2025-04-10 00:00:00+00:00,1.0,1.0,9.0,3.0
2025-04-11 00:00:00+00:00,3.0,3.0,,
2025-04-12 00:00:00+00:00,25.0,5.0,,
2025-04-14 00:00:00+00:00,2.0,2.0,28.0,5.0
2025-04-15 00:00:00+00:00,,,44.0,4.0
2025-04-16 00:00:00+00:00,2.0,2.0,19.0,4.0
2025-04-17 00:00:00+00:00,2.0,1.0,6.0,3.0
2025-04-18 00:00:00+00:00,7.0,4.0,9.0,4.0
2025-04-19 00:00:00+00:00,21.0,3.0,4.0,2.0
2025-04-20 00:00:00+00:00,2.0,2.0,5.0,2.0
2025-04-21 00:00:00+00:00,,,10.0,5.0
