time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-30 00:00:00+00:00,10,5,52.0,5.0
2023-10-31 00:00:00+00:00,14,3,21.0,4.0
2023-11-01 00:00:00+00:00,7,6,64.0,9.0
2023-11-02 00:00:00+00:00,150,7,265.0,7.0
2023-11-03 00:00:00+00:00,89,7,285.0,8.0
2023-11-04 00:00:00+00:00,9,5,8.0,3.0
2023-11-05 00:00:00+00:00,3,2,19.0,6.0
2023-11-06 00:00:00+00:00,109,5,312.0,4.0
2023-11-07 00:00:00+00:00,19,3,59.0,4.0
2023-11-08 00:00:00+00:00,11,5,22.0,4.0
2023-11-09 00:00:00+00:00,12,4,46.0,8.0
2023-11-10 00:00:00+00:00,3,2,32.0,5.0
2023-11-11 00:00:00+00:00,11,7,39.0,3.0
2023-11-12 00:00:00+00:00,4,3,,
