time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-05 00:00:00+00:00,140,82,26,8
2023-07-06 00:00:00+00:00,90,64,33,10
2023-07-07 00:00:00+00:00,146,86,49,8
2023-07-08 00:00:00+00:00,97,58,12,3
2023-07-09 00:00:00+00:00,20,18,45,3
2023-07-10 00:00:00+00:00,8,6,52,8
2023-07-11 00:00:00+00:00,45,8,89,16
2023-07-12 00:00:00+00:00,13,4,17,4
2023-07-13 00:00:00+00:00,9,6,39,6
2023-07-14 00:00:00+00:00,10,6,71,7
2023-07-15 00:00:00+00:00,10,5,2,1
2023-07-16 00:00:00+00:00,6,4,7,2
2023-07-17 00:00:00+00:00,19,11,34,7
2023-07-18 00:00:00+00:00,11,7,14,5
