time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-26 00:00:00+00:00,31,6,38,6
2024-01-27 00:00:00+00:00,11,6,18,5
2024-01-28 00:00:00+00:00,4,3,11,6
2024-01-29 00:00:00+00:00,5,5,11,6
2024-01-30 00:00:00+00:00,11,7,116,15
2024-01-31 00:00:00+00:00,44,16,78,11
2024-02-01 00:00:00+00:00,4,4,2,1
2024-02-02 00:00:00+00:00,5,4,1,1
2024-02-03 00:00:00+00:00,17,6,57,2
2024-02-04 00:00:00+00:00,6,6,34,3
2024-02-05 00:00:00+00:00,3,3,31,8
2024-02-06 00:00:00+00:00,12,5,83,13
2024-02-07 00:00:00+00:00,3,3,9,6
2024-02-08 00:00:00+00:00,4,4,33,6
