time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-19 00:00:00+00:00,55,40,8.0,4.0
2022-12-20 00:00:00+00:00,62,44,4.0,3.0
2022-12-21 00:00:00+00:00,22,19,6.0,5.0
2022-12-22 00:00:00+00:00,4,3,1.0,1.0
2022-12-23 00:00:00+00:00,3,3,1.0,1.0
2022-12-24 00:00:00+00:00,5,3,2.0,2.0
2022-12-25 00:00:00+00:00,15,13,15.0,2.0
2022-12-26 00:00:00+00:00,62,47,,
2022-12-27 00:00:00+00:00,60,46,25.0,3.0
2022-12-28 00:00:00+00:00,24,22,1.0,1.0
2022-12-29 00:00:00+00:00,9,4,,
2022-12-30 00:00:00+00:00,3,2,3.0,1.0
2022-12-31 00:00:00+00:00,9,4,,
2023-01-01 00:00:00+00:00,3,2,,
