url_path,views_total,views_unique
/l3af-project/l3afd,136,38
/l3af-project/l3afd/pull/301,99,13
/l3af-project/l3afd/pulls,96,11
/l3af-project/l3afd/pull/301/files,37,5
/l3af-project/l3afd/pull/293,27,6
/l3af-project/l3afd/actions,26,1
/l3af-project/l3afd/tree/main/docs,19,3
/l3af-project/l3afd/pull/293/files,17,3
/l3af-project/l3afd/tree/main/docs/api,16,2
/l3af-project/l3afd/tree/main/apis,12,3
