time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-20 00:00:00+00:00,22.0,3.0,33,3
2025-01-21 00:00:00+00:00,3.0,2.0,7,3
2025-01-22 00:00:00+00:00,12.0,3.0,73,12
2025-01-23 00:00:00+00:00,13.0,4.0,29,6
2025-01-24 00:00:00+00:00,11.0,2.0,60,6
2025-01-25 00:00:00+00:00,22.0,2.0,8,2
2025-01-26 00:00:00+00:00,,,2,1
2025-01-27 00:00:00+00:00,11.0,2.0,29,7
2025-01-28 00:00:00+00:00,,,30,3
2025-01-29 00:00:00+00:00,5.0,1.0,69,10
2025-01-30 00:00:00+00:00,4.0,4.0,26,8
2025-01-31 00:00:00+00:00,37.0,7.0,112,7
2025-02-01 00:00:00+00:00,16.0,5.0,24,2
2025-02-02 00:00:00+00:00,14.0,7.0,22,3
