url_path,views_total,views_unique
/l3af-project/l3afd/pulls,13,1
/l3af-project/l3afd,8,3
/l3af-project/l3afd/pull/621,5,1
/l3af-project/l3afd/pull/613,4,1
/l3af-project/l3afd/actions/runs/16937359454,3,1
/l3af-project/l3afd/pull/616,3,1
/l3af-project/l3afd/pull/619,3,1
/l3af-project/l3afd/actions/runs/16937359454/job/47998030500,2,1
/l3af-project/l3afd/blob/main/config/l3afd.cfg,2,1
/l3af-project/l3afd/commits/main/config/l3afd.cfg,2,1
