referrer,views_total,views_unique
lf-networking.atlassian.net,104,3
github.com,65,10
Google,47,10
l3af.io,11,7
Bing,3,1
iotglobalnetwork.com,1,1
DuckDuckGo,1,1
confluence.walmart.com,1,1
perplexity.ai,1,1
preview1.newswire.ca,1,1
