time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-10 00:00:00+00:00,10,9,5,3
2026-04-11 00:00:00+00:00,54,15,1,1
2026-04-12 00:00:00+00:00,17,14,3,3
2026-04-13 00:00:00+00:00,229,57,2,2
2026-04-14 00:00:00+00:00,23,10,6,3
2026-04-15 00:00:00+00:00,8,7,25,3
2026-04-16 00:00:00+00:00,7,5,1,1
2026-04-17 00:00:00+00:00,14,8,15,2
2026-04-18 00:00:00+00:00,40,9,0,0
2026-04-19 00:00:00+00:00,7,5,5,3
2026-04-20 00:00:00+00:00,9,8,2,1
2026-04-21 00:00:00+00:00,7,5,1,1
2026-04-22 00:00:00+00:00,139,48,38,3
2026-04-23 00:00:00+00:00,11,9,2,2
