time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-28 00:00:00+00:00,64,41,9,1
2023-05-29 00:00:00+00:00,25,20,21,2
2023-05-30 00:00:00+00:00,101,68,119,14
2023-05-31 00:00:00+00:00,86,55,84,10
2023-06-01 00:00:00+00:00,22,18,38,12
2023-06-02 00:00:00+00:00,63,40,93,16
2023-06-03 00:00:00+00:00,72,46,27,6
2023-06-04 00:00:00+00:00,28,22,21,8
2023-06-05 00:00:00+00:00,31,15,24,8
2023-06-06 00:00:00+00:00,62,48,122,12
2023-06-07 00:00:00+00:00,66,49,36,7
2023-06-08 00:00:00+00:00,26,24,65,9
2023-06-09 00:00:00+00:00,30,8,487,25
2023-06-10 00:00:00+00:00,17,7,16,4
