referrer,views_total,views_unique
github.com,178,16
Bing,127,4
l3af.io,43,15
medium.com,40,16
Google,32,8
linkedin.com,11,3
wiki.lfnetworking.org,6,4
com.linkedin.android,3,2
statics.teams.cdn.office.net,2,2
insights-v2.lfx.linuxfoundation.org,1,1
