time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-01 00:00:00+00:00,41,14,1.0,1.0
2025-11-02 00:00:00+00:00,10,7,2.0,2.0
2025-11-03 00:00:00+00:00,25,20,6.0,5.0
2025-11-04 00:00:00+00:00,17,13,5.0,5.0
2025-11-05 00:00:00+00:00,53,21,49.0,8.0
2025-11-06 00:00:00+00:00,24,17,11.0,4.0
2025-11-07 00:00:00+00:00,13,8,1.0,1.0
2025-11-08 00:00:00+00:00,34,15,,
2025-11-09 00:00:00+00:00,10,8,3.0,3.0
2025-11-10 00:00:00+00:00,7,6,6.0,5.0
2025-11-11 00:00:00+00:00,11,9,9.0,7.0
2025-11-12 00:00:00+00:00,36,21,22.0,4.0
2025-11-13 00:00:00+00:00,12,11,4.0,4.0
2025-11-14 00:00:00+00:00,12,9,14.0,5.0
