time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-24 00:00:00+00:00,28,17,3,1
2026-04-25 00:00:00+00:00,29,13,2,2
2026-04-26 00:00:00+00:00,20,4,0,0
2026-04-27 00:00:00+00:00,5,4,1,1
2026-04-28 00:00:00+00:00,7,5,1,1
2026-04-29 00:00:00+00:00,5,4,2,1
2026-04-30 00:00:00+00:00,11,8,2,2
2026-05-01 00:00:00+00:00,13,10,1,1
2026-05-02 00:00:00+00:00,28,10,0,0
2026-05-03 00:00:00+00:00,8,6,0,0
2026-05-04 00:00:00+00:00,8,7,6,1
2026-05-05 00:00:00+00:00,7,5,3,2
2026-05-06 00:00:00+00:00,5,4,8,2
2026-05-07 00:00:00+00:00,5,3,0,0
