time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-10 00:00:00+00:00,19.0,4.0,2,2
2025-05-11 00:00:00+00:00,,,1,1
2025-05-12 00:00:00+00:00,4.0,4.0,31,4
2025-05-13 00:00:00+00:00,1.0,1.0,11,4
2025-05-14 00:00:00+00:00,44.0,16.0,51,4
2025-05-15 00:00:00+00:00,6.0,3.0,16,6
2025-05-16 00:00:00+00:00,3.0,3.0,24,3
2025-05-17 00:00:00+00:00,26.0,7.0,30,2
2025-05-18 00:00:00+00:00,,,5,1
2025-05-19 00:00:00+00:00,4.0,4.0,3,3
2025-05-20 00:00:00+00:00,74.0,14.0,128,4
2025-05-21 00:00:00+00:00,31.0,11.0,78,8
2025-05-22 00:00:00+00:00,16.0,8.0,20,6
2025-05-23 00:00:00+00:00,26.0,6.0,34,1
