url_path,views_total,views_unique
/l3af-project/l3afd,17,14
/l3af-project/l3afd/pulls,5,1
/l3af-project/l3afd/blob/main/docs/CONTRIBUTING.md,3,3
/l3af-project/l3afd/actions/runs/31908346182/job/95069524899,3,1
/l3af-project/l3afd/pull/768,3,1
/l3af-project/l3afd/branches,2,1
/l3af-project/l3afd/commits/main,2,1
/l3af-project/l3afd/pull/770,2,1
/l3af-project/l3afd/pull/772,2,1
/l3af-project/l3afd/releases,2,1
