time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-10 00:00:00+00:00,3,3,,
2025-10-11 00:00:00+00:00,32,13,1.0,1.0
2025-10-12 00:00:00+00:00,6,5,1.0,1.0
2025-10-13 00:00:00+00:00,2,2,3.0,3.0
2025-10-14 00:00:00+00:00,9,9,2.0,2.0
2025-10-15 00:00:00+00:00,24,10,23.0,5.0
2025-10-16 00:00:00+00:00,20,18,10.0,4.0
2025-10-17 00:00:00+00:00,12,11,17.0,5.0
2025-10-18 00:00:00+00:00,16,7,3.0,3.0
2025-10-19 00:00:00+00:00,13,8,4.0,3.0
2025-10-20 00:00:00+00:00,6,6,2.0,2.0
2025-10-21 00:00:00+00:00,17,16,7.0,4.0
2025-10-22 00:00:00+00:00,27,18,2.0,2.0
2025-10-23 00:00:00+00:00,8,7,,
