time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-12 00:00:00+00:00,53,8,197,19
2023-04-13 00:00:00+00:00,25,23,55,35
2023-04-14 00:00:00+00:00,80,45,102,10
2023-04-15 00:00:00+00:00,86,47,7,3
2023-04-16 00:00:00+00:00,63,41,19,6
2023-04-17 00:00:00+00:00,76,53,57,7
2023-04-18 00:00:00+00:00,76,50,74,10
2023-04-19 00:00:00+00:00,110,49,172,13
2023-04-20 00:00:00+00:00,64,44,23,6
2023-04-21 00:00:00+00:00,66,36,56,12
2023-04-22 00:00:00+00:00,75,39,14,11
2023-04-23 00:00:00+00:00,24,13,28,4
2023-04-24 00:00:00+00:00,5,3,49,8
2023-04-25 00:00:00+00:00,77,20,189,9
