time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-12 00:00:00+00:00,4,3,6,1
2023-11-13 00:00:00+00:00,13,7,52,7
2023-11-14 00:00:00+00:00,15,4,77,7
2023-11-15 00:00:00+00:00,45,7,99,14
2023-11-16 00:00:00+00:00,4,3,91,8
2023-11-17 00:00:00+00:00,4,3,56,8
2023-11-18 00:00:00+00:00,10,6,1,1
2023-11-19 00:00:00+00:00,31,3,115,3
2023-11-20 00:00:00+00:00,139,14,356,11
2023-11-21 00:00:00+00:00,19,11,63,9
2023-11-22 00:00:00+00:00,11,10,32,8
2023-11-23 00:00:00+00:00,76,4,143,4
2023-11-24 00:00:00+00:00,24,3,66,7
2023-11-25 00:00:00+00:00,4,3,8,2
