url_path,views_total,views_unique
/l3af-project/l3afd,12,10
/l3af-project/l3afd/pull/599,2,2
/l3af-project/l3afd/blob/3300c770dfe70abeafa684d3cbc0adfa0bba303a/version.go,2,1
/l3af-project/l3afd/releases/tag/v2.1.0,2,1
/l3af-project/l3afd/actions,1,1
/l3af-project/l3afd/blob/18437a509246a63820e9c451e484ee29c00f4aac/version.go,1,1
/l3af-project/l3afd/blob/1aee30adb3157f5ce9a87bf275efa5e7cc80ffb2/bpfprogs/nfconfig.go,1,1
/l3af-project/l3afd/blob/e4f755b9a215/apis/handlers/updateconfig.go,1,1
/l3af-project/l3afd/blob/e4f755b9a215/restart/restart.go,1,1
/l3af-project/l3afd/issues/588,1,1
