time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-08 00:00:00+00:00,2,2,1.0,1.0
2025-09-09 00:00:00+00:00,4,4,,
2025-09-10 00:00:00+00:00,35,12,27.0,2.0
2025-09-11 00:00:00+00:00,3,3,1.0,1.0
2025-09-12 00:00:00+00:00,2,2,4.0,2.0
2025-09-13 00:00:00+00:00,32,8,2.0,2.0
2025-09-14 00:00:00+00:00,3,3,,
2025-09-15 00:00:00+00:00,12,12,9.0,5.0
2025-09-16 00:00:00+00:00,7,5,6.0,2.0
2025-09-17 00:00:00+00:00,16,10,62.0,5.0
2025-09-18 00:00:00+00:00,8,8,14.0,4.0
2025-09-19 00:00:00+00:00,6,6,9.0,5.0
2025-09-20 00:00:00+00:00,13,11,,
2025-09-21 00:00:00+00:00,2,2,2.0,2.0
