time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-01 00:00:00+00:00,5,4,18.0,4.0
2023-12-02 00:00:00+00:00,18,6,8.0,1.0
2023-12-03 00:00:00+00:00,3,2,30.0,4.0
2023-12-04 00:00:00+00:00,7,5,28.0,8.0
2023-12-05 00:00:00+00:00,4,3,51.0,9.0
2023-12-06 00:00:00+00:00,6,5,30.0,6.0
2023-12-07 00:00:00+00:00,6,4,65.0,7.0
2023-12-08 00:00:00+00:00,6,5,32.0,3.0
2023-12-09 00:00:00+00:00,10,5,,
2023-12-10 00:00:00+00:00,4,3,,
2023-12-11 00:00:00+00:00,8,4,66.0,7.0
2023-12-12 00:00:00+00:00,5,3,58.0,18.0
2023-12-13 00:00:00+00:00,3,2,13.0,6.0
2023-12-14 00:00:00+00:00,3,2,36.0,3.0
