time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-20 00:00:00+00:00,1.0,1.0,8,2
2024-08-21 00:00:00+00:00,,,17,2
2024-08-22 00:00:00+00:00,12.0,3.0,19,4
2024-08-23 00:00:00+00:00,6.0,2.0,17,2
2024-08-24 00:00:00+00:00,13.0,3.0,11,3
2024-08-25 00:00:00+00:00,11.0,2.0,62,4
2024-08-26 00:00:00+00:00,31.0,7.0,112,13
2024-08-27 00:00:00+00:00,12.0,3.0,62,8
2024-08-28 00:00:00+00:00,46.0,3.0,126,10
2024-08-29 00:00:00+00:00,2.0,2.0,6,1
2024-08-30 00:00:00+00:00,,,22,5
2024-08-31 00:00:00+00:00,14.0,4.0,4,3
2024-09-01 00:00:00+00:00,,,5,2
2024-09-02 00:00:00+00:00,1.0,1.0,39,5
