time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-09 00:00:00+00:00,10,5,6,4
2024-03-10 00:00:00+00:00,11,2,44,2
2024-03-11 00:00:00+00:00,8,4,54,5
2024-03-12 00:00:00+00:00,90,10,239,12
2024-03-13 00:00:00+00:00,4,3,18,6
2024-03-14 00:00:00+00:00,17,15,82,7
2024-03-15 00:00:00+00:00,5,4,43,3
2024-03-16 00:00:00+00:00,12,6,159,12
2024-03-17 00:00:00+00:00,7,7,37,7
2024-03-18 00:00:00+00:00,8,5,28,7
2024-03-19 00:00:00+00:00,61,10,208,11
2024-03-20 00:00:00+00:00,15,5,26,9
2024-03-21 00:00:00+00:00,7,6,16,7
2024-03-22 00:00:00+00:00,1,1,15,7
