time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-26 00:00:00+00:00,8,4,17,5
2023-10-27 00:00:00+00:00,4,3,11,2
2023-10-28 00:00:00+00:00,13,5,22,2
2023-10-29 00:00:00+00:00,8,4,27,5
2023-10-30 00:00:00+00:00,10,5,52,5
2023-10-31 00:00:00+00:00,14,3,21,4
2023-11-01 00:00:00+00:00,7,6,64,9
2023-11-02 00:00:00+00:00,150,7,265,7
2023-11-03 00:00:00+00:00,89,7,285,8
2023-11-04 00:00:00+00:00,9,5,8,3
2023-11-05 00:00:00+00:00,3,2,19,6
2023-11-06 00:00:00+00:00,109,5,312,4
2023-11-07 00:00:00+00:00,19,3,59,4
2023-11-08 00:00:00+00:00,11,5,22,4
