time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-08 00:00:00+00:00,39,9,71,9
2024-01-09 00:00:00+00:00,34,14,84,11
2024-01-10 00:00:00+00:00,15,9,79,10
2024-01-11 00:00:00+00:00,5,5,21,6
2024-01-12 00:00:00+00:00,2,2,53,5
2024-01-13 00:00:00+00:00,9,5,8,2
2024-01-14 00:00:00+00:00,17,7,59,6
2024-01-15 00:00:00+00:00,7,7,66,18
2024-01-16 00:00:00+00:00,17,6,95,11
2024-01-17 00:00:00+00:00,63,14,29,8
2024-01-18 00:00:00+00:00,7,7,45,6
2024-01-19 00:00:00+00:00,6,6,6,5
2024-01-20 00:00:00+00:00,10,6,59,2
2024-01-21 00:00:00+00:00,4,4,1,1
