time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-24 00:00:00+00:00,40,6,64.0,8.0
2025-03-25 00:00:00+00:00,23,4,44.0,11.0
2025-03-26 00:00:00+00:00,2,2,68.0,19.0
2025-03-27 00:00:00+00:00,5,1,5.0,3.0
2025-03-28 00:00:00+00:00,3,3,7.0,2.0
2025-03-29 00:00:00+00:00,15,5,2.0,1.0
2025-03-30 00:00:00+00:00,3,2,3.0,2.0
2025-03-31 00:00:00+00:00,6,5,8.0,4.0
2025-04-01 00:00:00+00:00,1,1,,
2025-04-02 00:00:00+00:00,36,8,125.0,10.0
2025-04-03 00:00:00+00:00,12,8,20.0,4.0
2025-04-04 00:00:00+00:00,6,6,32.0,4.0
2025-04-05 00:00:00+00:00,13,8,5.0,2.0
2025-04-06 00:00:00+00:00,1,1,3.0,2.0
