time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-22 00:00:00+00:00,96,27,69,8
2026-07-23 00:00:00+00:00,75,33,52,7
2026-07-24 00:00:00+00:00,17,12,5,5
2026-07-25 00:00:00+00:00,61,14,2,2
2026-07-26 00:00:00+00:00,18,12,4,4
2026-07-27 00:00:00+00:00,62,7,0,0
2026-07-28 00:00:00+00:00,27,23,1,1
2026-07-29 00:00:00+00:00,192,13,0,0
2026-07-30 00:00:00+00:00,302,19,0,0
2026-07-31 00:00:00+00:00,8,7,5,1
2026-08-01 00:00:00+00:00,224,218,2,2
2026-08-02 00:00:00+00:00,21,17,0,0
2026-08-03 00:00:00+00:00,6,5,5,3
2026-08-04 00:00:00+00:00,14,12,7,4
