time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-10 00:00:00+00:00,5,4,6,6
2026-02-11 00:00:00+00:00,4,3,22,4
2026-02-12 00:00:00+00:00,4,4,1,1
2026-02-13 00:00:00+00:00,4,3,7,2
2026-02-14 00:00:00+00:00,33,9,1,1
2026-02-15 00:00:00+00:00,16,15,0,0
2026-02-16 00:00:00+00:00,9,7,0,0
2026-02-17 00:00:00+00:00,6,5,1,1
2026-02-18 00:00:00+00:00,24,11,18,3
2026-02-19 00:00:00+00:00,10,9,1,1
2026-02-20 00:00:00+00:00,7,5,2,2
2026-02-21 00:00:00+00:00,25,17,0,0
2026-02-22 00:00:00+00:00,12,10,2,1
2026-02-23 00:00:00+00:00,94,7,0,0
