time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-01 00:00:00+00:00,4,4,2,1
2024-02-02 00:00:00+00:00,5,4,1,1
2024-02-03 00:00:00+00:00,17,6,57,2
2024-02-04 00:00:00+00:00,6,6,34,3
2024-02-05 00:00:00+00:00,3,3,31,8
2024-02-06 00:00:00+00:00,12,5,83,13
2024-02-07 00:00:00+00:00,3,3,9,6
2024-02-08 00:00:00+00:00,4,4,33,6
2024-02-09 00:00:00+00:00,8,3,13,4
2024-02-10 00:00:00+00:00,24,6,7,5
2024-02-11 00:00:00+00:00,6,6,33,8
2024-02-12 00:00:00+00:00,4,4,35,4
2024-02-13 00:00:00+00:00,8,7,60,3
2024-02-14 00:00:00+00:00,7,6,32,3
