time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-03 00:00:00+00:00,5,3,4.0,3.0
2023-09-04 00:00:00+00:00,9,7,66.0,6.0
2023-09-05 00:00:00+00:00,37,10,137.0,8.0
2023-09-06 00:00:00+00:00,20,7,115.0,7.0
2023-09-07 00:00:00+00:00,5,4,75.0,6.0
2023-09-08 00:00:00+00:00,14,6,45.0,3.0
2023-09-09 00:00:00+00:00,17,6,,
2023-09-10 00:00:00+00:00,3,2,87.0,3.0
2023-09-11 00:00:00+00:00,37,9,61.0,11.0
2023-09-12 00:00:00+00:00,15,6,103.0,10.0
2023-09-13 00:00:00+00:00,10,6,18.0,6.0
2023-09-14 00:00:00+00:00,17,6,98.0,4.0
2023-09-15 00:00:00+00:00,31,6,55.0,6.0
2023-09-16 00:00:00+00:00,9,5,5.0,2.0
