url_path,views_total,views_unique
/l3af-project/l3afd,79,39
/l3af-project/l3afd/releases/tag/v2.1.0,20,14
/l3af-project/l3afd/pulls,18,3
/l3af-project/l3afd/issues,12,2
/l3af-project/l3afd/blob/main/main.go,9,4
/l3af-project/l3afd/releases,6,4
/l3af-project/l3afd/pull/484,6,2
/l3af-project/l3afd/blob/main/config/l3afd.cfg,4,2
/l3af-project/l3afd/blob/main/docs/configdoc.md,4,2
/l3af-project/l3afd/labels,4,1
