time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-27 00:00:00+00:00,12.0,3.0,62,8
2024-08-28 00:00:00+00:00,46.0,3.0,126,10
2024-08-29 00:00:00+00:00,2.0,2.0,6,1
2024-08-30 00:00:00+00:00,,,22,5
2024-08-31 00:00:00+00:00,14.0,4.0,4,3
2024-09-01 00:00:00+00:00,,,5,2
2024-09-02 00:00:00+00:00,1.0,1.0,39,5
2024-09-03 00:00:00+00:00,90.0,3.0,216,14
2024-09-04 00:00:00+00:00,138.0,4.0,281,5
2024-09-05 00:00:00+00:00,101.0,2.0,176,4
2024-09-06 00:00:00+00:00,120.0,1.0,134,3
2024-09-07 00:00:00+00:00,14.0,4.0,3,2
2024-09-08 00:00:00+00:00,,,4,2
2024-09-09 00:00:00+00:00,25.0,2.0,112,3
