time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-11 00:00:00+00:00,18,15,0,0
2026-06-12 00:00:00+00:00,38,14,3,3
2026-06-13 00:00:00+00:00,46,27,14,14
2026-06-14 00:00:00+00:00,13,10,1,1
2026-06-15 00:00:00+00:00,17,12,0,0
2026-06-16 00:00:00+00:00,10,8,1,1
2026-06-17 00:00:00+00:00,112,35,40,4
2026-06-18 00:00:00+00:00,25,23,3,3
2026-06-19 00:00:00+00:00,19,16,3,3
2026-06-20 00:00:00+00:00,55,31,0,0
2026-06-21 00:00:00+00:00,15,11,1,1
2026-06-22 00:00:00+00:00,35,29,1,1
2026-06-23 00:00:00+00:00,43,23,2,2
2026-06-24 00:00:00+00:00,15,13,1,1
