time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-22 00:00:00+00:00,64,41,17,3
2023-01-23 00:00:00+00:00,61,44,15,5
2023-01-24 00:00:00+00:00,25,22,11,5
2023-01-25 00:00:00+00:00,4,2,17,6
2023-01-26 00:00:00+00:00,3,2,9,5
2023-01-27 00:00:00+00:00,5,4,8,4
2023-01-28 00:00:00+00:00,22,5,43,9
2023-01-29 00:00:00+00:00,3,2,22,5
2023-01-30 00:00:00+00:00,5,4,13,6
2023-01-31 00:00:00+00:00,4,2,10,7
2023-02-01 00:00:00+00:00,3,2,8,7
2023-02-02 00:00:00+00:00,1,1,49,6
2023-02-03 00:00:00+00:00,6,4,7,4
2023-02-04 00:00:00+00:00,7,4,2,2
