time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-22 00:00:00+00:00,2,2,,
2025-06-23 00:00:00+00:00,3,3,7.0,3.0
2025-06-24 00:00:00+00:00,3,3,5.0,4.0
2025-06-25 00:00:00+00:00,15,5,48.0,7.0
2025-06-26 00:00:00+00:00,2,2,21.0,4.0
2025-06-27 00:00:00+00:00,11,10,10.0,4.0
2025-06-28 00:00:00+00:00,22,8,2.0,2.0
2025-06-29 00:00:00+00:00,3,3,,
2025-06-30 00:00:00+00:00,14,6,40.0,6.0
2025-07-01 00:00:00+00:00,12,1,9.0,5.0
2025-07-02 00:00:00+00:00,8,5,68.0,5.0
2025-07-03 00:00:00+00:00,90,13,173.0,7.0
2025-07-04 00:00:00+00:00,29,7,58.0,4.0
2025-07-05 00:00:00+00:00,27,6,,
