time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-06 00:00:00+00:00,1.0,1.0,4,1
2024-07-07 00:00:00+00:00,,,60,5
2024-07-08 00:00:00+00:00,3.0,3.0,82,3
2024-07-09 00:00:00+00:00,23.0,3.0,154,6
2024-07-10 00:00:00+00:00,,,31,6
2024-07-12 00:00:00+00:00,,,60,11
2024-07-13 00:00:00+00:00,1.0,1.0,12,2
2024-07-14 00:00:00+00:00,,,22,2
2024-07-15 00:00:00+00:00,6.0,3.0,124,14
2024-07-16 00:00:00+00:00,,,3,2
2024-07-17 00:00:00+00:00,1.0,1.0,36,8
2024-07-18 00:00:00+00:00,,,17,4
2024-07-19 00:00:00+00:00,1.0,1.0,36,3
