time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-25 00:00:00+00:00,14.0,6.0,55,12
2025-03-26 00:00:00+00:00,17.0,5.0,55,8
2025-03-27 00:00:00+00:00,14.0,6.0,28,8
2025-03-28 00:00:00+00:00,1.0,1.0,6,4
2025-03-29 00:00:00+00:00,12.0,7.0,48,3
2025-03-30 00:00:00+00:00,9.0,5.0,5,1
2025-03-31 00:00:00+00:00,2.0,1.0,18,2
2025-04-01 00:00:00+00:00,1.0,1.0,1,1
2025-04-02 00:00:00+00:00,19.0,12.0,47,10
2025-04-03 00:00:00+00:00,1.0,1.0,3,2
2025-04-04 00:00:00+00:00,,,42,1
2025-04-05 00:00:00+00:00,8.0,7.0,2,2
2025-04-06 00:00:00+00:00,2.0,2.0,5,2
2025-04-07 00:00:00+00:00,3.0,3.0,93,4
