time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-05 00:00:00+00:00,6,4,0,0
2026-05-06 00:00:00+00:00,2,1,12,4
2026-05-07 00:00:00+00:00,5,3,0,0
2026-05-08 00:00:00+00:00,2,1,2,2
2026-05-09 00:00:00+00:00,39,8,3,1
2026-05-10 00:00:00+00:00,4,3,1,1
2026-05-11 00:00:00+00:00,4,2,6,1
2026-05-12 00:00:00+00:00,5,3,1,1
2026-05-13 00:00:00+00:00,10,9,25,25
2026-05-14 00:00:00+00:00,4,2,2,1
2026-05-15 00:00:00+00:00,3,2,0,0
2026-05-16 00:00:00+00:00,46,9,0,0
2026-05-17 00:00:00+00:00,3,2,3,2
2026-05-18 00:00:00+00:00,40,4,0,0
