time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-16 00:00:00+00:00,2,1,0,0
2026-01-17 00:00:00+00:00,9,7,0,0
2026-01-18 00:00:00+00:00,2,1,0,0
2026-01-19 00:00:00+00:00,2,1,0,0
2026-01-20 00:00:00+00:00,2,1,7,2
2026-01-21 00:00:00+00:00,9,8,7,1
2026-01-22 00:00:00+00:00,3,2,0,0
2026-01-23 00:00:00+00:00,3,1,0,0
2026-01-24 00:00:00+00:00,6,5,7,3
2026-01-25 00:00:00+00:00,8,2,0,0
2026-01-26 00:00:00+00:00,5,4,11,1
2026-01-27 00:00:00+00:00,4,3,2,2
2026-01-28 00:00:00+00:00,6,5,0,0
2026-01-29 00:00:00+00:00,3,3,0,0
