referrer,views_total,views_unique
medium.com,82,9
l3af.io,54,5
github.com,49,6
Google,37,4
lfnetworking.org,28,4
wiki.lfnetworking.org,14,2
Bing,14,1
ppc-word-edit.officeapps.live.com,4,2
DuckDuckGo,3,2
statics.teams.cdn.office.net,2,1
