time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-22 00:00:00+00:00,4,3,118.0,10.0
2023-11-23 00:00:00+00:00,16,15,13.0,4.0
2023-11-24 00:00:00+00:00,4,3,17.0,3.0
2023-11-25 00:00:00+00:00,3,2,15.0,1.0
2023-11-26 00:00:00+00:00,3,2,,
2023-11-27 00:00:00+00:00,8,6,9.0,3.0
2023-11-28 00:00:00+00:00,13,12,39.0,4.0
2023-11-29 00:00:00+00:00,7,6,65.0,5.0
2023-11-30 00:00:00+00:00,8,6,39.0,8.0
2023-12-01 00:00:00+00:00,3,2,5.0,2.0
2023-12-02 00:00:00+00:00,6,5,16.0,1.0
2023-12-03 00:00:00+00:00,3,2,,
2023-12-04 00:00:00+00:00,5,3,23.0,2.0
2023-12-05 00:00:00+00:00,7,4,38.0,4.0
