time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-02 00:00:00+00:00,35,4,43,2
2023-10-03 00:00:00+00:00,4,3,82,9
2023-10-04 00:00:00+00:00,54,8,73,6
2023-10-05 00:00:00+00:00,3,2,16,5
2023-10-06 00:00:00+00:00,5,4,51,3
2023-10-07 00:00:00+00:00,4,3,4,2
2023-10-08 00:00:00+00:00,4,3,38,3
2023-10-09 00:00:00+00:00,9,6,42,4
2023-10-10 00:00:00+00:00,7,4,69,7
2023-10-11 00:00:00+00:00,4,3,56,3
2023-10-12 00:00:00+00:00,13,5,40,3
2023-10-13 00:00:00+00:00,74,4,115,6
2023-10-14 00:00:00+00:00,33,3,66,5
2023-10-15 00:00:00+00:00,6,3,3,1
