time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-14 00:00:00+00:00,18,4,82.0,12.0
2023-04-15 00:00:00+00:00,4,3,,
2023-04-16 00:00:00+00:00,3,2,5.0,1.0
2023-04-17 00:00:00+00:00,30,7,44.0,10.0
2023-04-18 00:00:00+00:00,4,3,63.0,15.0
2023-04-19 00:00:00+00:00,26,9,52.0,13.0
2023-04-20 00:00:00+00:00,5,3,72.0,8.0
2023-04-21 00:00:00+00:00,6,5,36.0,9.0
2023-04-22 00:00:00+00:00,14,4,32.0,3.0
2023-04-23 00:00:00+00:00,5,4,21.0,2.0
2023-04-24 00:00:00+00:00,6,4,13.0,6.0
2023-04-25 00:00:00+00:00,4,3,12.0,5.0
2023-04-26 00:00:00+00:00,6,5,7.0,4.0
2023-04-27 00:00:00+00:00,4,3,11.0,5.0
