referrer,views_total,views_unique
github.com,268,15
wiki.lfnetworking.org,60,7
Google,30,3
l3af.io,13,3
opensource.com,11,4
com.google.android.gm,7,2
web.telegram.org,5,1
cn.bing.com,4,1
