time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-05 00:00:00+00:00,3,2,37.0,4.0
2024-01-06 00:00:00+00:00,6,4,3.0,2.0
2024-01-07 00:00:00+00:00,2,2,3.0,1.0
2024-01-08 00:00:00+00:00,9,6,40.0,6.0
2024-01-09 00:00:00+00:00,7,6,20.0,4.0
2024-01-10 00:00:00+00:00,8,5,19.0,5.0
2024-01-11 00:00:00+00:00,2,2,40.0,5.0
2024-01-12 00:00:00+00:00,2,2,6.0,3.0
2024-01-13 00:00:00+00:00,2,2,2.0,1.0
2024-01-14 00:00:00+00:00,1,1,,
2024-01-15 00:00:00+00:00,5,4,99.0,8.0
2024-01-16 00:00:00+00:00,6,4,4.0,3.0
2024-01-17 00:00:00+00:00,8,7,8.0,1.0
2024-01-18 00:00:00+00:00,1,1,2.0,1.0
