time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-12 00:00:00+00:00,86,5,228,8
2023-09-13 00:00:00+00:00,6,5,86,5
2023-09-14 00:00:00+00:00,162,5,282,11
2023-09-15 00:00:00+00:00,237,7,174,10
2023-09-16 00:00:00+00:00,24,4,23,2
2023-09-17 00:00:00+00:00,3,2,10,3
2023-09-18 00:00:00+00:00,6,5,23,3
2023-09-19 00:00:00+00:00,7,4,78,5
2023-09-20 00:00:00+00:00,3,2,84,9
2023-09-21 00:00:00+00:00,13,3,26,4
2023-09-22 00:00:00+00:00,37,7,56,3
2023-09-23 00:00:00+00:00,8,7,9,2
2023-09-24 00:00:00+00:00,18,8,1,1
2023-09-25 00:00:00+00:00,11,10,152,7
