time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-03 00:00:00+00:00,30,17,11.0,1.0
2023-11-04 00:00:00+00:00,6,4,8.0,3.0
2023-11-05 00:00:00+00:00,5,4,2.0,1.0
2023-11-06 00:00:00+00:00,17,14,45.0,7.0
2023-11-07 00:00:00+00:00,14,4,52.0,7.0
2023-11-08 00:00:00+00:00,3,2,,
2023-11-09 00:00:00+00:00,37,12,93.0,4.0
2023-11-10 00:00:00+00:00,6,5,33.0,9.0
2023-11-11 00:00:00+00:00,4,3,,
2023-11-12 00:00:00+00:00,4,3,3.0,2.0
2023-11-13 00:00:00+00:00,9,7,44.0,8.0
2023-11-14 00:00:00+00:00,9,5,77.0,8.0
2023-11-15 00:00:00+00:00,8,4,57.0,9.0
2023-11-16 00:00:00+00:00,5,4,93.0,9.0
