referrer,views_total,views_unique
medium.com,91,31
github.com,88,6
l3af.io,32,9
Google,15,3
wiki.lfnetworking.org,5,3
opensource.com,5,2
statics.teams.cdn.office.net,4,1
linkedin.com,2,2
malware.news,2,1
lfnetworking.org,1,1
