time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-09 00:00:00+00:00,2,2,69,5
2024-04-10 00:00:00+00:00,2,2,40,7
2024-04-11 00:00:00+00:00,3,3,42,6
2024-04-12 00:00:00+00:00,263,6,199,3
2024-04-13 00:00:00+00:00,2,2,7,1
2024-04-14 00:00:00+00:00,2,2,3,1
2024-04-15 00:00:00+00:00,2,2,38,2
2024-04-16 00:00:00+00:00,4,4,39,9
2024-04-17 00:00:00+00:00,22,9,115,9
2024-04-18 00:00:00+00:00,5,3,14,4
2024-04-19 00:00:00+00:00,29,7,77,13
2024-04-20 00:00:00+00:00,4,4,3,2
2024-04-21 00:00:00+00:00,6,6,1,1
2024-04-22 00:00:00+00:00,3,3,3,1
