referrer,views_total,views_unique
github.com,70,10
Bing,22,2
Google,17,3
statics.teams.cdn.office.net,16,5
medium.com,15,4
opensource.com,6,2
sessionize.com,5,1
l3af.io,3,1
lfnetworking.org,2,1
DuckDuckGo,2,1
