time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-14 00:00:00+00:00,8.0,5.0,1.0,1.0
2025-06-15 00:00:00+00:00,,,2.0,1.0
2025-06-16 00:00:00+00:00,21.0,5.0,,
2025-06-17 00:00:00+00:00,10.0,4.0,29.0,2.0
2025-06-18 00:00:00+00:00,20.0,16.0,50.0,5.0
2025-06-19 00:00:00+00:00,19.0,15.0,17.0,2.0
2025-06-20 00:00:00+00:00,9.0,5.0,30.0,4.0
2025-06-21 00:00:00+00:00,6.0,6.0,,
2025-06-23 00:00:00+00:00,1.0,1.0,10.0,2.0
2025-06-24 00:00:00+00:00,1.0,1.0,1.0,1.0
2025-06-25 00:00:00+00:00,4.0,4.0,28.0,7.0
2025-06-26 00:00:00+00:00,,,69.0,5.0
